SEXO	EDAD	HORARIO	JORNADA	TiempoLAB	TiempoCUIDADO	DIASEMANA
F	35_59	3	Normal	29700	0	2
F	M60	0	SinOcup	0	19800	7
F	35_59	3	Normal	28200	3000	2
M	16_34	5	Normal	27900	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	12600	0	6
M	M60	0	SinOcup	0	10800	6
M	M15	0	SinOcup	19800	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	1500	5
M	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	2	Otros	34200	0	6
M	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	31500	0	1
M	M60	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	2
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	27000	4800	3
F	35_59	0	SinOcup	0	0	3
M	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	0	SinOcup	0	8700	2
M	35_59	1	DescansoNOTRAB	0	0	7
F	M15	0	SinOcup	24900	0	4
F	16_34	0	SinOcup	21600	0	5
M	35_59	3	Normal	21600	6900	5
M	M60	0	SinOcup	0	0	1
F	35_59	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	0	5
M	16_34	0	SinOcup	0	17100	7
F	M60	0	SinOcup	0	3000	5
F	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	4
F	35_59	1	DescansoNOTRAB	0	1800	6
M	M60	3	Normal	49500	0	7
F	35_59	3	Normal	28800	0	3
M	35_59	2	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	3	Otros	26100	0	1
F	M60	0	SinOcup	0	0	5
M	35_59	3	Normal	28500	0	2
M	M60	0	SinOcup	0	0	5
M	35_59	3	Normal	19800	0	3
M	16_34	5	Normal	28500	0	4
F	35_59	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	1
M	35_59	1	DescansoNOTRAB	0	3600	7
M	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	6
F	M15	0	SinOcup	0	0	7
M	M60	3	Normal	25200	0	5
M	16_34	3	Normal	32400	0	5
M	35_59	3	Normal	30600	0	2
F	M60	0	SinOcup	0	0	1
M	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	5
F	16_34	1	DescansoNOTRAB	0	0	6
M	16_34	0	SinOcup	0	0	4
F	M15	0	SinOcup	25500	0	7
F	M60	0	SinOcup	0	0	7
M	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	10800	5
M	M15	0	SinOcup	30300	0	5
F	M60	0	SinOcup	0	0	6
F	16_34	0	SinOcup	21000	0	2
F	35_59	3	Normal	18000	11100	4
M	M60	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	27000	3900	5
M	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	0	7
M	M15	0	SinOcup	20100	0	5
M	35_59	1	BajaEnf	0	0	6
F	35_59	3	Normal	28800	8100	1
M	35_59	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	28500	0	3
F	35_59	1	BajaEnf	0	10500	7
M	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	2
F	M60	3	Normal	28800	0	4
F	35_59	0	SinOcup	0	0	1
F	16_34	3	Normal	29700	0	5
M	35_59	1	Festivo	0	0	7
M	35_59	3	Normal	24600	11700	5
F	35_59	1	BajaEnf	0	0	6
M	35_59	1	Festivo	0	7200	6
M	16_34	1	Festivo	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	3	Normal	30900	0	5
M	M60	0	SinOcup	0	0	4
M	35_59	3	Normal	28800	8400	6
F	M60	0	SinOcup	0	0	5
F	M15	0	SinOcup	0	8400	7
F	M15	0	SinOcup	25200	0	3
M	35_59	0	SinOcup	0	9000	7
F	35_59	1	DescansoNOTRAB	0	0	6
M	M60	3	Normal	27900	0	3
F	35_59	1	DescansoNOTRAB	0	3300	6
M	35_59	3	Normal	38700	0	1
F	16_34	1	DescansoNOTRAB	8400	0	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	34200	3000	2
F	M60	0	SinOcup	0	0	6
F	35_59	1	Festivo	0	8400	5
M	35_59	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	0	7
F	16_34	3	Normal	18000	0	7
M	M60	0	SinOcup	0	0	2
F	35_59	3	Normal	29700	0	3
M	M60	3	Normal	33600	0	1
M	35_59	3	Normal	23400	17700	1
F	35_59	3	Normal	38400	2100	5
M	16_34	0	SinOcup	17400	0	6
M	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	0	4
M	35_59	1	DescansoNOTRAB	0	17700	6
F	M60	0	SinOcup	0	0	7
F	16_34	4	Normal	36300	3300	5
M	M60	0	SinOcup	0	0	6
F	16_34	5	DescansoSITRAB	10800	0	7
M	35_59	2	MediaJ	30300	0	5
F	35_59	1	BajaEnf	0	0	5
F	M15	0	SinOcup	15600	0	7
M	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	26700	0	7
F	35_59	3	MediaJ	24300	0	5
F	35_59	3	Normal	26700	0	3
F	M15	0	SinOcup	4500	0	7
F	35_59	3	Normal	25200	9600	4
F	M60	3	Normal	48300	0	5
M	M60	0	SinOcup	0	0	1
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	24000	0	5
M	35_59	3	Normal	29700	0	2
F	16_34	0	SinOcup	13500	0	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	3	Normal	24000	0	5
F	16_34	3	Normal	21900	7800	3
F	M60	0	SinOcup	0	0	6
M	16_34	0	SinOcup	0	0	7
M	35_59	3	Normal	35400	0	5
F	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	20100	15900	1
M	35_59	5	Normal	30600	2700	2
M	M60	0	SinOcup	0	0	7
F	35_59	4	Normal	23400	0	2
F	35_59	0	SinOcup	0	0	5
M	M15	0	SinOcup	3000	0	6
F	35_59	1	Festivo	0	0	5
F	16_34	1	DescansoNOTRAB	0	3300	6
M	M60	1	DescansoNOTRAB	0	0	5
F	35_59	1	DescansoNOTRAB	0	15300	7
M	35_59	3	Normal	34200	5400	3
M	35_59	0	SinOcup	0	10200	6
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	33000	0	7
F	35_59	1	DescansoNOTRAB	0	21300	7
M	16_34	3	MediaJ	14400	0	7
M	16_34	3	DescansoSITRAB	32400	0	5
F	M60	0	SinOcup	0	0	2
M	16_34	1	DescansoNOTRAB	0	0	5
F	35_59	0	SinOcup	0	17100	6
F	35_59	1	DescansoNOTRAB	0	0	6
M	M15	0	SinOcup	26700	0	2
M	M60	0	SinOcup	0	0	5
F	16_34	3	Otros	27000	0	3
M	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	3600	6
M	16_34	4	Normal	24600	0	7
F	35_59	1	Festivo	0	0	5
M	35_59	1	Otros	0	0	1
F	35_59	1	DescansoNOTRAB	0	1200	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	3
F	M15	0	SinOcup	0	0	7
F	35_59	3	Normal	26100	0	5
M	35_59	3	Normal	39600	0	3
F	35_59	1	DescansoNOTRAB	0	4800	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	0	SinOcup	16200	0	7
F	35_59	3	Normal	24600	0	4
M	16_34	3	Normal	28500	0	1
M	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	5
M	M15	0	SinOcup	25200	0	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	DescansoSITRAB	39600	0	6
F	35_59	0	SinOcup	0	5400	6
M	16_34	3	Normal	30000	0	2
F	35_59	0	SinOcup	0	4200	6
F	M15	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	4500	7
F	M60	1	DescansoNOTRAB	0	5700	7
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	3
F	35_59	1	DescansoNOTRAB	0	10500	7
M	M60	0	SinOcup	0	0	5
M	35_59	1	Festivo	0	0	5
F	M60	0	SinOcup	0	0	2
M	M60	1	BajaEnf	0	0	1
F	M60	0	SinOcup	0	0	6
M	16_34	0	SinOcup	7200	0	6
M	16_34	0	SinOcup	24000	0	5
F	35_59	3	Normal	32400	0	4
F	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	9600	6
F	M60	0	SinOcup	0	0	2
M	M60	0	SinOcup	0	0	7
M	16_34	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	4
M	35_59	1	DescansoNOTRAB	0	11400	6
F	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	3	Normal	29400	0	3
M	35_59	3	MediaJ	18600	9000	5
F	M60	0	SinOcup	0	0	6
M	35_59	0	SinOcup	0	0	7
F	16_34	0	SinOcup	21600	0	5
F	16_34	0	SinOcup	39600	0	3
F	35_59	4	Normal	5400	10800	5
M	16_34	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	27000	10800	2
M	M60	0	SinOcup	0	0	1
M	35_59	3	Normal	27900	0	5
F	35_59	1	DescansoNOTRAB	3600	6300	6
M	35_59	1	DescansoNOTRAB	0	0	6
M	M15	0	SinOcup	6900	0	7
F	35_59	0	SinOcup	0	0	6
F	35_59	3	Normal	22800	0	4
M	M15	0	SinOcup	0	0	5
M	16_34	3	Normal	28800	0	5
M	35_59	1	DescansoNOTRAB	1800	0	7
F	35_59	1	DescansoNOTRAB	0	19800	7
F	35_59	3	Normal	27300	0	3
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	11100	0	5
F	35_59	0	SinOcup	0	4500	5
F	35_59	3	Normal	31500	3900	1
M	35_59	3	MediaJ	18300	0	6
M	35_59	1	DescansoNOTRAB	0	9300	6
F	M60	0	SinOcup	0	0	5
F	35_59	3	MediaJ	18000	21600	5
F	M60	0	SinOcup	0	0	2
M	35_59	3	Normal	45900	0	5
M	35_59	3	Normal	24600	0	6
M	M60	0	SinOcup	0	8400	1
F	35_59	1	DescansoNOTRAB	0	2700	6
M	16_34	0	SinOcup	31500	0	2
M	M15	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	3
F	35_59	3	Normal	29400	0	5
M	M60	0	SinOcup	0	0	7
M	M15	0	SinOcup	0	0	5
F	16_34	3	Normal	37500	0	4
F	M15	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	0	5
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	30600	2100	3
F	16_34	1	DescansoNOTRAB	2700	0	7
F	M60	3	Normal	28800	0	1
M	16_34	0	SinOcup	10800	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	Festivo	0	0	5
M	M60	0	SinOcup	0	0	4
F	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
M	M60	1	DescansoNOTRAB	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	27900	0	5
F	M60	0	SinOcup	0	0	7
F	16_34	0	SinOcup	36000	0	3
F	16_34	0	SinOcup	0	0	5
F	16_34	0	SinOcup	39600	0	2
M	16_34	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	5
F	M60	1	DescansoNOTRAB	0	2400	6
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	10800	7
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
F	35_59	3	DescansoSITRAB	28500	2400	5
M	M60	0	SinOcup	0	0	4
M	16_34	0	SinOcup	23400	0	3
F	M60	0	SinOcup	0	0	7
M	16_34	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	11100	6
M	35_59	3	Normal	21900	0	5
F	M60	0	SinOcup	0	0	5
M	35_59	3	Normal	24900	0	6
M	M60	0	SinOcup	0	0	7
F	16_34	0	SinOcup	19200	0	6
M	35_59	3	Normal	24300	0	2
M	16_34	0	SinOcup	27000	0	5
F	35_59	4	MediaJ	30300	0	6
F	35_59	0	SinOcup	0	0	3
F	35_59	1	DescansoNOTRAB	0	3600	7
M	16_34	3	Normal	30600	0	5
M	35_59	3	Normal	22500	0	5
M	16_34	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
F	M15	0	SinOcup	24300	0	5
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	3
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	0	SinOcup	21600	0	1
F	M60	3	Normal	46800	0	2
M	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	1	DescansoNOTRAB	0	0	5
M	35_59	3	Normal	34200	300	4
F	M60	0	SinOcup	0	0	6
F	35_59	4	Normal	16800	0	6
F	M60	0	SinOcup	0	0	7
M	35_59	5	Normal	27000	3600	5
F	M60	0	SinOcup	0	0	6
M	35_59	1	Festivo	0	0	3
F	16_34	0	SinOcup	1500	0	7
F	35_59	1	DescansoNOTRAB	0	0	5
M	16_34	3	Normal	28800	0	5
F	M60	0	SinOcup	0	0	2
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	20100	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
F	16_34	3	Normal	19800	0	6
F	35_59	0	SinOcup	0	1800	7
F	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	0	SinOcup	28800	0	5
F	16_34	3	Normal	31200	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	M60	1	DescansoNOTRAB	0	0	6
F	16_34	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	1
F	M60	0	SinOcup	0	0	3
M	35_59	0	SinOcup	0	0	6
M	35_59	3	Normal	30300	0	4
M	16_34	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	24300	9000	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	5	DescansoSITRAB	3600	0	7
M	M15	0	SinOcup	0	0	6
F	35_59	3	DescansoSITRAB	32400	10800	7
M	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	1
F	16_34	1	DescansoNOTRAB	0	9900	7
F	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	12300	6
F	35_59	1	DescansoNOTRAB	11700	4500	4
F	M60	0	SinOcup	0	0	3
M	16_34	3	Normal	32100	4200	1
F	35_59	3	Normal	14400	6600	7
F	16_34	3	Normal	33000	0	2
F	M60	3	Normal	23400	0	5
M	M15	0	SinOcup	2700	0	7
M	M60	3	Normal	31500	0	1
F	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	32400	0	5
F	M60	0	SinOcup	0	0	5
M	35_59	3	Normal	25200	0	6
F	M60	0	SinOcup	0	0	2
F	35_59	0	SinOcup	0	12600	5
F	35_59	0	SinOcup	0	0	6
M	16_34	0	SinOcup	10800	0	6
F	35_59	1	DescansoNOTRAB	0	8100	6
M	M15	0	SinOcup	30000	0	4
F	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	0	5
M	35_59	0	SinOcup	0	0	5
M	16_34	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	3
M	M15	0	SinOcup	31500	0	4
F	M60	0	SinOcup	0	0	2
M	35_59	1	DescansoNOTRAB	0	2700	7
M	M60	0	SinOcup	0	0	3
F	35_59	3	DescansoSITRAB	25200	0	6
F	16_34	0	SinOcup	12000	0	7
M	M15	0	SinOcup	9600	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	24300	0	5
M	M60	1	DescansoNOTRAB	0	7200	6
M	35_59	1	Festivo	0	10800	2
M	M60	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	9600	7
M	16_34	0	SinOcup	7200	0	7
M	35_59	1	DescansoNOTRAB	0	0	7
F	M15	0	SinOcup	22800	0	2
F	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	5
F	16_34	3	Normal	28800	9000	1
F	35_59	3	Normal	19800	24300	5
M	35_59	3	Normal	28800	0	6
F	M60	0	SinOcup	0	0	3
M	35_59	3	Normal	49500	0	3
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	3600	7
F	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	4
F	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	27900	0	5
M	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
F	M15	0	SinOcup	28800	0	4
M	M60	0	SinOcup	0	0	7
F	35_59	4	Normal	14400	0	6
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	1800	5
F	16_34	1	DescansoNOTRAB	0	6300	6
M	M60	0	SinOcup	0	0	1
M	35_59	3	Normal	27000	4800	6
F	35_59	1	BajaEnf	0	0	5
F	35_59	3	Normal	22200	0	3
F	35_59	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	40200	0	2
F	16_34	1	DescansoNOTRAB	0	0	7
M	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	33900	2100	5
F	35_59	0	SinOcup	0	24600	4
M	M60	0	SinOcup	5100	0	5
F	16_34	0	SinOcup	17700	0	7
M	35_59	2	DescansoSITRAB	3600	0	6
F	35_59	3	DescansoSITRAB	7200	0	6
F	M60	0	SinOcup	0	0	5
F	M60	3	Normal	27900	10800	2
F	M60	0	SinOcup	0	0	7
M	16_34	1	DescansoNOTRAB	0	0	7
M	16_34	0	SinOcup	11100	1500	5
F	35_59	0	SinOcup	0	7200	4
F	M60	3	Normal	32400	0	3
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	2
M	35_59	1	Otros	0	27600	6
M	35_59	1	DescansoNOTRAB	0	18300	7
M	35_59	3	Normal	24300	0	5
F	M60	0	SinOcup	0	8400	3
F	16_34	0	SinOcup	3600	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	3	Normal	18000	0	6
M	M60	0	SinOcup	14100	0	5
F	35_59	3	Normal	24000	22200	6
M	M60	0	SinOcup	0	0	7
F	M15	0	SinOcup	1800	0	6
M	M15	0	SinOcup	0	0	6
M	16_34	0	SinOcup	0	0	7
F	35_59	1	Festivo	0	0	3
M	M15	0	SinOcup	27900	0	2
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	3600	0	6
F	35_59	1	DescansoNOTRAB	0	6600	7
F	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	1
F	M60	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
M	35_59	3	Normal	32400	4500	6
M	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	3	DescansoSITRAB	46200	0	6
F	M60	3	Normal	20100	0	5
F	M60	0	SinOcup	0	0	5
M	16_34	0	SinOcup	0	0	5
F	M15	0	SinOcup	3600	0	6
M	M60	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	1	DescansoNOTRAB	0	8100	6
F	M60	0	SinOcup	0	0	7
F	16_34	1	Festivo	0	0	6
M	M15	0	SinOcup	31200	0	4
M	M15	0	SinOcup	0	0	7
F	35_59	1	BajaEnf	0	12300	3
M	M60	0	SinOcup	0	0	2
M	16_34	0	SinOcup	7200	3900	7
F	35_59	3	Normal	21300	0	5
M	16_34	1	DescansoNOTRAB	15300	0	5
M	35_59	0	SinOcup	0	0	6
M	35_59	1	DescansoSITRAB	7200	0	7
F	35_59	3	Normal	27000	0	2
F	16_34	1	DescansoNOTRAB	0	0	7
M	35_59	1	DescansoNOTRAB	0	12600	6
F	16_34	1	DescansoNOTRAB	0	1200	6
F	M60	0	SinOcup	0	0	3
M	35_59	3	Normal	27600	2700	5
F	M60	0	SinOcup	0	8400	5
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	1
M	M15	0	SinOcup	9600	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	6
M	M15	0	SinOcup	27900	0	5
F	M60	0	SinOcup	0	0	7
M	M60	1	DescansoNOTRAB	0	0	5
F	35_59	1	DescansoNOTRAB	0	20700	6
M	35_59	1	Festivo	0	12300	1
F	M15	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	6
M	35_59	2	Normal	18900	0	5
F	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	300	7
F	M60	1	DescansoNOTRAB	0	0	7
M	16_34	3	Normal	11700	7500	3
M	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	1	DescansoNOTRAB	0	6600	5
F	M60	0	SinOcup	0	0	4
F	35_59	1	DescansoNOTRAB	7200	7500	7
F	35_59	1	DescansoNOTRAB	0	4500	6
M	35_59	1	DescansoNOTRAB	0	0	5
M	35_59	1	DescansoNOTRAB	5400	0	6
M	16_34	0	SinOcup	12300	0	6
M	M60	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	5
M	35_59	3	Normal	36000	8100	3
F	16_34	0	SinOcup	31200	0	2
M	35_59	3	DescansoSITRAB	6300	5400	7
M	35_59	5	Normal	28800	0	7
F	35_59	1	DescansoNOTRAB	0	6000	7
M	35_59	2	DescansoSITRAB	3600	0	6
F	M60	0	SinOcup	0	0	2
M	M60	0	SinOcup	0	0	7
F	16_34	3	Normal	30600	0	5
F	35_59	0	SinOcup	0	0	7
M	16_34	3	Normal	28800	0	3
F	35_59	1	DescansoNOTRAB	0	0	6
F	M60	3	Normal	32400	0	1
M	35_59	1	DescansoNOTRAB	0	0	6
M	M15	0	SinOcup	31500	0	4
M	35_59	3	Normal	33300	2400	3
F	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	15300	7
F	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	9600	1
M	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	0	12600	7
M	M60	0	SinOcup	15000	0	3
M	M60	0	SinOcup	0	0	6
M	16_34	0	SinOcup	29100	0	2
F	M60	0	SinOcup	0	0	4
F	M60	0	SinOcup	0	300	5
F	35_59	0	SinOcup	3600	0	5
M	M15	0	SinOcup	35400	0	5
F	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
F	M60	1	DescansoNOTRAB	17400	0	2
F	M60	0	SinOcup	0	7200	6
F	16_34	0	SinOcup	11700	0	5
F	35_59	1	DescansoNOTRAB	0	5700	5
F	M15	0	SinOcup	3600	0	7
F	35_59	3	Normal	31500	0	4
F	35_59	0	SinOcup	0	0	7
F	16_34	3	Normal	24300	0	1
M	35_59	1	DescansoNOTRAB	0	9900	6
M	35_59	3	Normal	28800	0	5
M	M60	0	SinOcup	0	0	5
M	M60	3	Normal	24000	0	3
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	2
M	35_59	0	SinOcup	0	1800	7
M	35_59	3	Normal	19800	0	5
F	16_34	0	SinOcup	23400	10800	4
M	35_59	3	Normal	22500	0	5
M	M60	0	SinOcup	0	1800	7
F	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	0	SinOcup	25200	7200	6
M	16_34	3	Normal	19500	0	3
F	M60	0	SinOcup	0	0	2
F	16_34	3	Normal	48600	0	7
F	M60	0	SinOcup	0	0	6
M	35_59	0	SinOcup	0	0	5
F	35_59	3	Normal	46800	0	5
M	M60	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	2100	6
M	M15	0	SinOcup	9000	0	7
M	M60	0	SinOcup	0	0	3
M	16_34	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	22800	6
M	35_59	3	Normal	24900	0	5
F	35_59	1	BajaEnf	0	13200	6
F	35_59	3	Normal	29700	0	2
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
F	16_34	1	BajaEnf	0	0	1
F	35_59	1	DescansoNOTRAB	0	7500	7
M	35_59	1	DescansoNOTRAB	0	0	5
M	16_34	0	SinOcup	20700	0	3
F	M60	0	SinOcup	0	0	6
F	35_59	4	Normal	27900	2400	2
M	35_59	3	Normal	27300	0	5
M	M60	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	6
F	16_34	3	Normal	28200	0	7
F	16_34	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	0	900	7
M	16_34	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	4
M	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	0	4
F	M60	0	SinOcup	0	12300	5
M	35_59	0	SinOcup	0	16200	7
M	M60	0	SinOcup	0	0	6
F	35_59	1	Otros	0	0	7
M	35_59	3	Normal	35700	0	5
M	M60	0	SinOcup	0	0	3
F	35_59	4	MediaJ	15600	12000	5
M	M60	0	SinOcup	0	0	5
F	35_59	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	19200	7
F	M60	0	SinOcup	0	0	7
M	16_34	1	Otros	17100	0	2
F	35_59	3	Normal	25500	0	1
M	M60	0	SinOcup	0	0	2
F	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	34200	1200	6
M	35_59	4	DescansoSITRAB	25200	0	7
M	35_59	1	Otros	0	9900	3
F	16_34	0	SinOcup	0	0	6
F	35_59	3	Normal	21600	0	5
M	M15	0	SinOcup	22800	0	4
F	35_59	1	DescansoNOTRAB	0	2400	6
F	16_34	0	SinOcup	10800	3900	6
M	16_34	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	43200	0	5
M	16_34	3	Normal	28800	0	3
M	35_59	1	DescansoNOTRAB	0	7200	7
F	M60	0	SinOcup	0	0	4
F	M15	0	SinOcup	33300	0	1
