SEXO	EDAD	HORARIO	JORNADA	TiempoLAB	TiempoCUIDADO	DIASEMANA
F	35_59	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	10800	6
M	35_59	3	Normal	30600	0	5
M	35_59	0	SinOcup	0	0	7
F	35_59	5	Normal	37800	0	1
F	M60	0	SinOcup	0	19500	2
M	M60	0	SinOcup	0	3600	5
M	35_59	3	Normal	38100	0	3
F	M60	0	SinOcup	0	19800	5
F	M60	0	SinOcup	0	0	6
M	35_59	1	BajaEnf	6900	0	4
M	35_59	3	Otros	29700	0	5
M	16_34	1	Festivo	0	9900	5
F	M60	0	SinOcup	0	19200	6
F	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	14400	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	6
M	16_34	0	SinOcup	0	19200	7
F	35_59	3	Normal	28200	8400	1
M	35_59	3	Normal	25200	0	4
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	6
F	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	3
M	M60	0	SinOcup	0	0	5
M	16_34	3	Normal	34200	0	5
M	16_34	0	SinOcup	29400	0	3
F	35_59	3	MediaJ	33300	0	5
F	M60	0	SinOcup	0	0	7
F	M60	3	Normal	38100	0	5
F	35_59	1	DescansoNOTRAB	0	9900	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	17400	16500	2
M	M60	0	SinOcup	0	0	1
F	35_59	0	SinOcup	0	0	3
M	M15	0	SinOcup	26100	0	5
F	35_59	1	DescansoNOTRAB	0	3000	7
F	M60	3	Normal	21600	0	5
F	16_34	3	Normal	30600	0	7
F	16_34	3	DescansoSITRAB	28200	0	6
M	M60	4	Normal	24000	0	4
M	M60	3	Normal	27600	0	5
M	M60	1	DescansoNOTRAB	0	0	6
F	M15	0	SinOcup	23400	0	5
M	16_34	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
M	M15	0	SinOcup	3600	0	7
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
F	35_59	4	DescansoSITRAB	26100	0	7
M	35_59	5	DescansoSITRAB	29400	3600	7
F	M60	0	SinOcup	0	6600	3
M	M60	0	SinOcup	0	9000	6
F	16_34	0	SinOcup	1800	0	2
M	16_34	1	Festivo	0	0	4
F	35_59	3	Normal	23700	0	6
F	M60	0	SinOcup	0	0	5
F	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	3	Normal	25200	0	1
F	16_34	1	Festivo	0	3900	7
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	27000	0	3
M	35_59	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	6
F	16_34	0	SinOcup	9300	0	5
M	M60	0	SinOcup	0	0	7
M	35_59	5	DescansoSITRAB	39000	4800	7
M	16_34	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	23400	0	1
F	35_59	3	Normal	39900	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	1
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	29400	0	5
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	21900	0	4
M	35_59	1	Festivo	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	0	3600	7
M	M60	0	SinOcup	0	10800	3
M	35_59	0	SinOcup	28500	0	2
F	M60	0	SinOcup	0	0	6
M	35_59	1	BajaEnf	0	0	6
F	35_59	3	Normal	21600	0	1
F	16_34	0	SinOcup	26700	0	7
M	16_34	0	SinOcup	3600	0	6
F	M60	1	Otros	21600	10800	5
M	M15	0	SinOcup	18600	0	5
F	M15	0	SinOcup	8700	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	3
F	16_34	3	Normal	29700	0	5
M	35_59	3	Normal	28800	0	2
F	35_59	1	DescansoNOTRAB	0	900	7
F	35_59	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	3	Otros	26100	0	5
F	35_59	1	DescansoNOTRAB	9900	1800	6
M	16_34	0	SinOcup	44100	0	7
M	35_59	3	Normal	30900	0	3
M	35_59	1	DescansoNOTRAB	0	22500	6
F	M15	0	SinOcup	7200	0	7
F	M60	0	SinOcup	0	3600	2
F	35_59	3	Normal	53400	0	5
F	16_34	3	Otros	33000	0	5
F	M15	0	SinOcup	34500	0	4
M	16_34	3	Normal	30300	0	2
F	35_59	1	DescansoNOTRAB	0	6300	7
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	17700	7
M	35_59	0	SinOcup	0	0	5
M	16_34	2	DescansoSITRAB	10800	0	6
M	35_59	3	Otros	12900	0	7
F	35_59	1	DescansoNOTRAB	0	0	1
F	35_59	0	SinOcup	0	0	6
F	M60	3	Normal	25800	0	5
M	M60	0	SinOcup	0	0	6
F	M15	0	SinOcup	21600	0	5
F	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	20700	7
M	M60	0	SinOcup	0	0	4
M	35_59	3	Normal	31200	0	5
F	16_34	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	34200	0	7
M	16_34	0	SinOcup	0	0	5
F	35_59	2	Otros	16200	0	2
M	35_59	0	SinOcup	0	0	3
F	M60	0	SinOcup	0	7800	6
F	M15	0	SinOcup	0	15600	6
F	35_59	1	DescansoNOTRAB	0	8100	6
M	35_59	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	4
F	35_59	0	SinOcup	0	0	5
M	35_59	3	Normal	24000	0	5
F	35_59	0	SinOcup	7200	17400	5
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	5400	7
M	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	34500	2100	1
M	35_59	0	SinOcup	0	0	4
M	M60	0	SinOcup	0	0	6
F	16_34	0	SinOcup	23400	0	1
F	M60	0	SinOcup	0	0	6
M	35_59	3	DescansoSITRAB	50400	0	7
M	35_59	3	DescansoSITRAB	48900	0	6
F	35_59	3	Normal	31200	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	1	DescansoNOTRAB	0	0	5
M	35_59	3	Normal	2400	0	5
M	M15	0	SinOcup	17100	0	3
M	35_59	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	7200	6
M	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	15300	0	7
M	35_59	3	Normal	31500	0	4
F	16_34	4	Normal	27600	0	2
F	M15	0	SinOcup	25200	0	5
F	M60	0	SinOcup	0	0	3
M	M60	0	SinOcup	0	0	1
F	35_59	3	Normal	24000	10500	5
F	M60	0	SinOcup	0	0	5
M	M15	0	SinOcup	900	0	5
F	16_34	1	DescansoNOTRAB	0	6300	7
F	16_34	1	DescansoNOTRAB	0	0	6
F	16_34	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	32400	0	5
F	M60	0	SinOcup	0	0	3
M	M15	0	SinOcup	0	0	6
F	35_59	3	Normal	15300	5400	2
F	35_59	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	23400	9000	6
F	M15	0	SinOcup	3600	0	6
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	27000	1800	7
F	35_59	0	SinOcup	0	900	6
F	M60	0	SinOcup	0	0	6
M	M15	0	SinOcup	4800	0	7
M	16_34	3	Normal	33600	3600	4
M	16_34	3	Normal	32400	0	4
F	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	17400	5400	2
M	35_59	1	DescansoNOTRAB	0	16200	6
F	35_59	0	SinOcup	0	27600	6
M	35_59	3	Normal	28800	0	5
F	M60	0	SinOcup	0	0	3
F	M15	0	SinOcup	0	0	6
M	35_59	3	Normal	30600	0	1
F	M60	0	SinOcup	0	0	7
F	16_34	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	24300	5
F	M60	0	SinOcup	0	0	6
M	35_59	5	DescansoSITRAB	32400	0	7
F	16_34	3	Normal	29100	0	5
M	16_34	0	SinOcup	0	0	5
M	35_59	3	Normal	30600	0	5
F	35_59	0	SinOcup	0	1200	6
M	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
M	16_34	3	Normal	7200	0	4
F	35_59	3	Normal	23400	0	3
M	35_59	3	Normal	11700	0	1
F	M60	0	SinOcup	0	0	4
F	35_59	0	SinOcup	0	26400	7
M	35_59	2	MediaJ	17100	0	6
M	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	1200	5
M	35_59	3	Normal	28800	0	1
F	35_59	3	Normal	37800	0	5
M	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	10800	7
M	M60	3	Normal	49200	0	5
F	16_34	0	SinOcup	0	0	7
F	M15	0	SinOcup	0	0	6
M	M15	0	SinOcup	0	0	5
F	35_59	0	SinOcup	0	0	4
F	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	15300	19800	5
M	16_34	3	Normal	24000	0	5
M	M15	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
F	M60	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	25200	9000	3
F	M60	0	SinOcup	0	15300	5
M	16_34	0	SinOcup	0	0	1
F	M60	0	SinOcup	0	0	4
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	23400	6
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	27000	0	7
M	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	4200	6
M	M60	3	Normal	32700	0	2
F	M60	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	3	Normal	11700	0	5
M	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	32400	0	3
M	16_34	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	24300	0	5
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	19800	13800	1
M	M15	0	SinOcup	1800	1200	6
F	35_59	3	Normal	19800	0	5
F	35_59	1	DescansoNOTRAB	0	1800	7
M	35_59	3	Normal	37800	0	2
F	16_34	0	SinOcup	25500	0	4
M	35_59	3	Normal	33600	0	5
M	16_34	0	SinOcup	0	0	2
F	35_59	3	Normal	23400	0	1
F	35_59	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	2700	3
M	M60	0	SinOcup	0	4800	5
F	35_59	1	DescansoNOTRAB	0	0	7
F	M15	0	SinOcup	0	0	7
F	35_59	3	Normal	10200	11700	5
M	35_59	3	MediaJ	27000	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	6000	5
M	35_59	1	DescansoNOTRAB	12300	0	7
F	M15	0	SinOcup	0	0	6
F	16_34	3	Normal	19200	16800	4
M	16_34	0	SinOcup	0	0	7
F	35_59	3	Normal	31500	6300	1
F	16_34	0	SinOcup	7200	0	6
M	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	DescansoSITRAB	26700	0	7
M	M60	0	SinOcup	0	0	4
M	35_59	1	DescansoNOTRAB	0	0	6
M	M15	0	SinOcup	25500	0	5
F	M60	0	SinOcup	0	6300	5
F	35_59	3	Normal	28800	5100	5
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	5
F	35_59	1	Festivo	0	0	2
F	16_34	3	MediaJ	10800	0	5
M	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	5
M	16_34	0	SinOcup	35100	0	3
F	M60	0	SinOcup	0	0	3
F	M60	0	SinOcup	0	0	7
M	35_59	5	Normal	26400	4800	4
M	M60	1	DescansoNOTRAB	0	0	6
F	16_34	1	DescansoNOTRAB	0	0	1
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	15000	6
F	35_59	3	DescansoSITRAB	30600	0	6
M	M60	0	SinOcup	0	0	7
F	M60	1	Festivo	0	0	5
M	M60	0	SinOcup	0	0	1
F	35_59	4	Normal	14400	3600	2
M	M60	1	DescansoNOTRAB	0	0	4
M	M15	0	SinOcup	5400	0	5
F	16_34	0	SinOcup	36000	0	5
M	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	27600	3600	6
M	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	16500	0	5
F	16_34	3	Normal	16200	0	6
F	35_59	0	SinOcup	0	0	7
M	16_34	0	SinOcup	33000	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
F	M15	0	SinOcup	35700	0	2
F	35_59	3	Normal	30600	6000	3
M	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	3	Normal	27000	0	5
M	16_34	1	DescansoNOTRAB	0	35100	6
F	35_59	0	SinOcup	0	14400	6
F	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	0	0	4
M	35_59	1	BajaEnf	9000	3600	1
M	16_34	3	Normal	27000	0	5
F	M60	0	SinOcup	0	0	4
M	16_34	0	SinOcup	19800	0	7
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
M	35_59	4	Normal	27600	0	5
F	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	20700	0	4
M	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	0	5400	5
F	35_59	3	Otros	0	0	6
F	16_34	0	SinOcup	3600	0	7
M	16_34	3	Normal	24600	0	5
M	M60	0	SinOcup	0	14400	2
F	35_59	0	SinOcup	7500	0	4
M	M60	1	DescansoNOTRAB	0	3600	6
F	35_59	3	Normal	32400	0	3
M	16_34	3	Normal	28800	0	1
M	16_34	0	SinOcup	3600	7200	7
F	M60	0	SinOcup	0	0	7
F	M60	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	0	2
M	35_59	3	Normal	23100	0	5
F	35_59	3	DescansoSITRAB	46800	0	6
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	1
F	M60	1	DescansoNOTRAB	0	0	5
M	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	3	Normal	15000	0	5
M	35_59	1	DescansoNOTRAB	0	0	2
F	35_59	3	Normal	23400	0	5
F	M60	0	SinOcup	0	0	5
M	16_34	0	SinOcup	20400	0	5
F	M60	1	BajaEnf	0	17100	1
F	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	1	DescansoNOTRAB	9000	0	6
M	M60	0	SinOcup	0	0	3
M	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	1	DescansoNOTRAB	0	7200	7
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	3600	2
M	35_59	3	Normal	36300	1800	3
M	16_34	4	Normal	25200	2400	5
M	35_59	1	DescansoNOTRAB	0	7800	6
F	35_59	3	Normal	22500	0	5
M	16_34	3	Normal	31200	0	2
M	35_59	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	22200	6
F	M60	0	SinOcup	0	0	7
F	M60	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	8400	7
M	M15	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	3600	7
F	35_59	0	SinOcup	0	2700	6
M	35_59	1	DescansoNOTRAB	0	1200	6
F	35_59	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	4
M	35_59	5	Normal	30600	0	3
F	M60	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	19800	0	1
M	16_34	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	7
M	35_59	0	SinOcup	0	21300	5
F	M60	0	SinOcup	0	0	2
M	16_34	3	Normal	31800	0	5
F	35_59	1	DescansoNOTRAB	0	17400	1
M	M15	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	5400	7
F	35_59	0	SinOcup	0	0	2
M	35_59	3	Normal	30000	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	8100	7
F	M60	5	Normal	28800	9000	5
F	M60	0	SinOcup	0	0	3
F	16_34	0	SinOcup	0	0	7
F	35_59	3	DescansoSITRAB	42900	0	7
F	M60	0	SinOcup	0	1500	3
M	35_59	0	SinOcup	0	0	6
F	16_34	0	SinOcup	29700	0	5
F	M60	0	SinOcup	0	0	6
F	35_59	1	BajaEnf	0	0	2
M	M60	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	29100	0	4
M	16_34	1	Otros	0	0	6
F	35_59	1	DescansoNOTRAB	0	36000	7
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	27900	0	5
M	M60	0	SinOcup	0	0	1
F	35_59	0	SinOcup	3600	0	6
M	35_59	1	DescansoNOTRAB	0	4800	7
M	M15	0	SinOcup	25200	7800	5
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	28800	3900	5
M	M15	0	SinOcup	0	0	7
M	35_59	3	Normal	32400	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	27600	0	7
F	35_59	1	DescansoNOTRAB	0	24600	6
F	35_59	3	Normal	27900	0	4
M	35_59	1	DescansoNOTRAB	0	3600	7
F	35_59	3	Normal	27000	6900	5
M	M60	0	SinOcup	0	0	2
F	16_34	0	SinOcup	27000	0	5
F	16_34	1	Festivo	0	6600	3
M	35_59	3	Normal	29700	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	3	DescansoNOTRAB	7200	0	6
F	35_59	0	SinOcup	0	4800	7
M	M60	0	SinOcup	0	6600	5
F	35_59	0	SinOcup	9300	6600	3
F	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	3900	5
F	16_34	0	SinOcup	0	26100	7
M	M60	3	Normal	28500	0	2
F	M60	0	SinOcup	0	0	6
M	M15	0	SinOcup	24300	0	5
F	35_59	3	Normal	28800	0	4
M	35_59	3	Otros	0	300	6
F	35_59	0	SinOcup	45900	0	5
M	35_59	1	DescansoNOTRAB	1800	0	7
F	M15	0	SinOcup	23100	0	5
M	35_59	0	SinOcup	0	0	5
F	M60	1	DescansoNOTRAB	0	9000	6
F	16_34	1	BajaEnf	0	22200	6
M	16_34	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	4500	7
M	M60	1	DescansoNOTRAB	0	0	7
M	16_34	3	Normal	54900	0	1
M	16_34	3	Normal	28800	0	5
F	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	3
M	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	0	SinOcup	0	8400	6
M	M60	0	SinOcup	0	0	7
F	16_34	0	SinOcup	0	4800	7
F	35_59	4	Normal	16200	1500	4
F	M60	0	SinOcup	0	35400	1
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	3
M	16_34	0	SinOcup	3600	0	5
M	M60	1	BajaEnf	0	0	5
M	M60	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	6
F	16_34	3	Normal	26100	0	5
M	35_59	3	Normal	34200	0	5
F	35_59	1	DescansoNOTRAB	0	3600	7
M	35_59	0	SinOcup	23400	11400	3
F	35_59	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	2
M	16_34	0	SinOcup	14700	0	2
F	35_59	0	SinOcup	0	0	1
M	M60	0	SinOcup	0	0	4
M	M60	0	SinOcup	0	0	7
F	16_34	3	Normal	28800	0	5
F	35_59	3	Normal	11100	4200	6
M	35_59	4	MediaJ	19800	0	5
M	M15	0	SinOcup	3600	0	7
M	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
F	M60	1	DescansoNOTRAB	0	0	7
F	35_59	0	SinOcup	0	0	5
M	35_59	1	BajaEnf	0	0	6
M	16_34	0	SinOcup	7200	26700	7
F	35_59	3	DescansoNOTRAB	0	7200	6
F	M60	0	SinOcup	0	2700	5
M	M15	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	18900	1500	5
M	M15	0	SinOcup	27000	0	5
M	35_59	3	Normal	32100	0	3
F	35_59	3	Normal	23400	0	5
F	16_34	3	Normal	19800	0	1
M	16_34	0	SinOcup	0	0	3
F	16_34	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	15600	5100	5
F	35_59	3	Normal	31200	9600	7
M	35_59	3	Normal	31500	5400	4
M	16_34	0	SinOcup	0	0	7
M	35_59	3	Normal	18000	0	5
M	M15	0	SinOcup	3600	0	6
M	35_59	1	DescansoNOTRAB	28500	12900	7
F	35_59	0	SinOcup	0	11700	2
M	35_59	1	DescansoNOTRAB	0	8100	6
M	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	BajaEnf	6300	8100	4
F	35_59	1	DescansoNOTRAB	0	5100	2
F	35_59	4	Normal	9000	0	5
M	35_59	3	Normal	37800	0	5
F	35_59	0	SinOcup	0	12600	7
M	35_59	3	DescansoSITRAB	41700	0	6
M	35_59	3	DescansoSITRAB	20700	0	6
M	16_34	0	SinOcup	19800	0	3
F	M60	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	10800	1
M	16_34	3	Normal	23400	0	5
F	16_34	1	DescansoNOTRAB	0	4800	7
F	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	28800	0	7
F	M15	0	SinOcup	7200	0	6
M	35_59	3	Normal	37500	0	1
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	6
F	35_59	4	Normal	15000	0	2
M	16_34	3	Normal	29700	0	5
F	35_59	3	MediaJ	30000	0	5
F	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	37800	0	7
M	16_34	0	SinOcup	18900	0	6
F	M60	0	SinOcup	0	0	5
M	35_59	2	Normal	59700	0	7
M	M60	3	DescansoSITRAB	24300	7200	6
F	M15	0	SinOcup	42900	0	5
M	35_59	1	DescansoNOTRAB	0	3600	5
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	27000	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	32100	1200	1
M	M15	0	SinOcup	31500	0	4
F	M60	0	SinOcup	0	0	4
F	35_59	3	Normal	48000	0	3
F	16_34	0	SinOcup	3600	0	6
F	35_59	1	Festivo	0	7200	5
M	35_59	1	DescansoNOTRAB	0	2700	7
F	M60	0	SinOcup	0	0	4
M	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	30300	0	1
F	16_34	3	Normal	35700	0	3
F	M60	0	SinOcup	0	0	5
F	M60	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	0	2
M	M60	0	SinOcup	0	6000	7
M	35_59	5	Normal	27300	0	2
F	35_59	3	Normal	31200	8100	4
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	3	Normal	28800	0	5
M	M60	0	SinOcup	0	10800	3
F	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	1
M	35_59	1	DescansoNOTRAB	7200	0	6
M	M15	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	6
F	16_34	0	SinOcup	13800	0	5
F	M60	1	DescansoNOTRAB	0	11400	7
M	16_34	0	SinOcup	0	0	1
M	35_59	3	Normal	30600	0	5
F	16_34	1	DescansoNOTRAB	0	16200	6
M	M60	0	SinOcup	0	0	3
F	M60	0	SinOcup	0	0	1
M	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	4	Normal	21600	0	5
F	35_59	1	Festivo	0	5400	4
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	6000	5
M	M15	0	SinOcup	0	0	5
F	M15	0	SinOcup	0	0	6
M	35_59	0	SinOcup	0	6900	6
F	35_59	1	DescansoNOTRAB	0	1800	6
M	35_59	3	Normal	27000	1500	5
M	16_34	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	6
F	16_34	2	MediaJ	1800	0	6
M	16_34	0	SinOcup	0	0	2
M	35_59	1	DescansoNOTRAB	0	3600	7
F	M15	0	SinOcup	23400	5400	4
M	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	12000	6
F	35_59	3	Normal	22500	3600	1
M	35_59	3	Normal	40200	0	3
F	35_59	1	DescansoNOTRAB	0	5700	7
M	M60	0	SinOcup	0	10800	6
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	29400	8400	5
M	M15	0	SinOcup	0	0	7
M	35_59	3	Normal	33300	0	5
F	M60	0	SinOcup	0	0	2
F	M15	0	SinOcup	22500	0	5
M	35_59	3	Normal	29100	10800	5
F	M60	3	Normal	23400	0	5
M	35_59	1	DescansoNOTRAB	6300	1200	7
F	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	6
M	M15	0	SinOcup	30600	0	5
F	M15	0	SinOcup	24300	7200	5
M	35_59	3	Normal	29700	1200	3
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	4
F	16_34	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	31800	0	2
F	35_59	3	Normal	29400	0	5
M	16_34	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	0	6
M	M15	0	SinOcup	3600	0	7
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	27600	0	5
M	35_59	0	SinOcup	4200	300	3
F	16_34	4	DescansoSITRAB	31500	0	6
M	35_59	0	SinOcup	0	0	7
M	35_59	1	Otros	0	25800	5
F	M60	0	SinOcup	0	0	7
F	16_34	0	SinOcup	21600	0	1
M	16_34	0	SinOcup	0	0	6
M	35_59	0	SinOcup	0	0	1
M	16_34	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	3	Normal	39900	0	4
F	35_59	0	SinOcup	0	9900	7
F	M15	0	SinOcup	21000	0	5
F	35_59	3	Normal	27600	13500	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	16800	0	3
F	16_34	1	DescansoNOTRAB	32400	0	6
F	35_59	1	Otros	0	0	3
F	35_59	1	DescansoNOTRAB	0	16200	6
F	M15	0	SinOcup	19800	0	5
M	35_59	3	Normal	36000	0	5
F	35_59	1	DescansoNOTRAB	0	9000	7
M	35_59	3	Normal	41400	1800	1
M	35_59	1	DescansoNOTRAB	0	5700	6
